Transaction_ID,Date,Department,Vendor_Name,Employee_ID,Amount_INR,Payment_Method,Invoice_Number,Approval_Status,Risk_Category,Audit_Flag,Location,Expense_Type,Duplicate_Transaction,Late_Payment,Outside_Business_Hours
TXN00549,2024-03-06 15:55:00,Sales,Godrej Industries,EMP1475,217892.58,Cheque,INV376002,Approved,Medium,No,Pune,Miscellaneous,No,No,No
TXN00961,2024-09-24 22:13:00,Sales,Bosch India,EMP1310,238429.52,Bank Transfer,INV320848,Pending,High,Yes,Bangalore,Salary,No,Yes,Yes
TXN00785,2024-10-27 09:10:00,HR,Jyothy Labs,EMP1222,442014.38,Bank Transfer,INV883369,Approved,Low,Yes,Kolkata,Miscellaneous,No,No,Yes
TXN00896,2024-08-06 17:08:00,Finance,Dabur India,EMP1061,8728600.47,Cheque,INV485570,Approved,High,Yes,Pune,Miscellaneous,No,Yes,Yes
TXN00878,2024-02-02 05:41:00,HR,Havells India,EMP1336,7394068.32,Bank Transfer,INV849923,Pending,High,Yes,Bangalore,Equipment,No,Yes,Yes
TXN00681,2024-10-14 13:51:00,HR,Sun Pharma,EMP1133,62266.53,Bank Transfer,INV193469,Approved,Low,No,Delhi,Consulting,No,No,No
TXN00109,2024-12-05 04:58:00,Sales,Asian Paints,EMP1496,329747.09,Credit Card,INV235215,Approved,High,Yes,Hyderabad,Consulting,No,No,Yes
TXN00646,2024-05-08 03:45:00,HR,Berger Paints,EMP1344,375594.63,Bank Transfer,INV171551,Approved,Medium,No,Ahmedabad,Salary,No,No,Yes
TXN00372,2024-07-09 02:15:00,HR,Jyothy Labs,EMP1047,344542.6,Bank Transfer,INV896456,Approved,Low,No,Delhi,Salary,No,No,Yes
TXN00758,2024-08-23 08:30:00,Sales,Dabur India,EMP1333,462459.58,Cheque,INV696360,Approved,Low,No,Kolkata,Infrastructure,No,No,Yes
TXN00286,2024-02-18 01:00:00,HR,Tata Motors,EMP1169,181976.07,Bank Transfer,INV752011,Approved,Medium,No,Pune,Salary,No,No,Yes
TXN00787,2024-04-02 10:27:00,HR,Havells India,EMP1126,40956.96,Credit Card,INV490032,Approved,Low,Yes,Mumbai,Software,No,No,No
TXN00429,2024-01-26 03:24:00,Finance,Reliance Industries,EMP1219,198998.8,Credit Card,INV721549,Approved,Medium,No,Pune,Equipment,No,No,Yes
TXN00223,2024-01-06 05:31:00,Sales,Bosch India,EMP1265,392578.62,Credit Card,INV275073,Approved,Medium,No,Delhi,Infrastructure,No,No,Yes
TXN00720,2024-09-18 13:41:00,Finance,Asian Paints,EMP1057,138276.81,Bank Transfer,INV468075,Approved,Low,No,Bangalore,Travel,No,Yes,No
TXN00419,2024-11-22 06:00:00,HR,Aurobindo Pharma,EMP1131,396146.77,Bank Transfer,INV631302,Approved,Medium,Yes,Pune,Equipment,No,No,Yes
TXN00564,2024-12-19 21:25:00,Sales,Reliance Industries,EMP1065,71881.4,Bank Transfer,INV955604,Approved,High,Yes,Mumbai,Salary,No,No,Yes
TXN00842,2024-06-18 12:37:00,Sales,Dr Reddy Labs,EMP1317,228233.46,Bank Transfer,INV711218,Approved,High,Yes,Bangalore,Infrastructure,Yes,No,Yes
TXN00163,2024-07-14 14:55:00,Procurement,ITC Ltd,EMP1042,342951.53,Credit Card,INV665497,Approved,Medium,Yes,Kolkata,Consulting,No,No,Yes
TXN00183,2024-02-08 10:38:00,IT,Johnson Controls,EMP1204,484615.66,Bank Transfer,INV764926,Approved,High,Yes,Ahmedabad,Salary,No,No,No
TXN00297,2024-11-20 21:37:00,Finance,Dabur India,EMP1235,330936.06,UPI,INV241176,Rejected,Low,Yes,Mumbai,Consulting,No,No,Yes
TXN00829,2024-02-27 08:43:00,IT,Tata Motors,EMP1370,221648.34,Bank Transfer,INV809217,Approved,High,Yes,Hyderabad,Infrastructure,Yes,No,Yes
TXN00114,2024-07-14 16:33:00,Procurement,Tata Motors,EMP1419,103850.38,Credit Card,INV362147,Approved,Low,No,Delhi,Software,No,No,Yes
TXN00217,2024-02-13 07:35:00,IT,Johnson Controls,EMP1370,305758.58,Credit Card,INV824016,Approved,Medium,No,Chennai,Consulting,No,No,Yes
TXN00224,2024-06-20 13:17:00,IT,Tech Mahindra,EMP1135,357600.01,Credit Card,INV180813,Approved,Low,Yes,Bangalore,Equipment,No,No,No
TXN00887,2024-04-16 18:52:00,Procurement,Colgate,EMP1181,4673638.94,Credit Card,INV994877,Approved,High,Yes,Delhi,Miscellaneous,No,Yes,Yes
TXN00784,2024-05-30 14:47:00,Procurement,Britannia,EMP1263,473441.11,Cheque,INV362241,Approved,Medium,No,Hyderabad,Miscellaneous,No,No,No
TXN00127,2024-04-30 20:23:00,Sales,ITC Ltd,EMP1487,285786.1,Credit Card,INV812048,Approved,Low,No,Delhi,Consulting,No,No,Yes
TXN00622,2024-07-02 00:35:00,Finance,SBI,EMP1149,223002.02,Credit Card,INV902719,Approved,High,Yes,Chennai,Salary,No,No,Yes
TXN00388,2024-07-20 14:48:00,IT,Honeywell Automation,EMP1259,49591.06,Bank Transfer,INV924566,Approved,Low,Yes,Mumbai,Consulting,No,No,Yes
TXN00135,2024-11-05 10:53:00,IT,Wipro Technologies,EMP1423,432571.69,Bank Transfer,INV772612,Pending,Low,No,Kolkata,Consulting,No,No,No
TXN00551,2024-12-27 14:27:00,Finance,Jyothy Labs,EMP1021,223552.25,UPI,INV688098,Approved,Low,No,Bangalore,Travel,No,No,No
TXN00385,2024-05-11 09:05:00,IT,HUL,EMP1292,459351.49,Credit Card,INV858729,Approved,Low,No,Delhi,Consulting,No,No,Yes
TXN00241,2024-08-29 16:22:00,IT,Sun Pharma,EMP1499,84014.28,Bank Transfer,INV352867,Approved,Medium,No,Mumbai,Infrastructure,No,No,No
TXN00503,2024-06-29 04:00:00,HR,Bosch India,EMP1145,189642.03,Bank Transfer,INV456844,Rejected,Low,Yes,Chennai,Salary,No,No,Yes
TXN00570,2024-12-30 12:26:00,Sales,Emami Ltd,EMP1410,485616.11,Bank Transfer,INV317273,Approved,Medium,No,Bangalore,Salary,No,No,No
TXN00291,2024-03-21 16:54:00,Procurement,Jyothy Labs,EMP1446,86874.92,Credit Card,INV436208,Approved,High,Yes,Mumbai,Consulting,No,No,No
TXN00024,2024-02-24 23:35:00,HR,Biocon,EMP1145,304390.76,Credit Card,INV313487,Approved,Medium,No,Hyderabad,Infrastructure,No,Yes,Yes
TXN00426,2024-12-17 19:55:00,Finance,Pidilite Industries,EMP1240,445147.01,Bank Transfer,INV903398,Approved,Low,No,Hyderabad,Software,No,No,Yes
TXN00876,2024-07-18 00:37:00,Sales,Wipro Technologies,EMP1331,6878167.45,Bank Transfer,INV566070,Approved,High,Yes,Pune,Salary,No,Yes,Yes
TXN00579,2024-11-19 22:51:00,IT,Aurobindo Pharma,EMP1215,203991.39,Credit Card,INV680502,Pending,Medium,No,Pune,Travel,No,No,Yes
TXN00361,2024-10-03 08:35:00,Procurement,Axis Bank,EMP1497,474500.64,Bank Transfer,INV719531,Approved,Medium,No,Kolkata,Consulting,No,No,Yes
TXN00724,2024-11-12 10:19:00,Procurement,L&T Construction,EMP1274,361780.89,Cash,INV301019,Approved,Medium,No,Pune,Equipment,No,No,No
TXN00171,2024-06-19 09:58:00,Finance,Bajaj Auto,EMP1480,99061.73,Credit Card,INV883159,Rejected,Low,Yes,Chennai,Software,No,No,No
TXN00599,2024-11-29 04:19:00,IT,Nestle India,EMP1229,46534.64,Credit Card,INV313340,Pending,Low,No,Bangalore,Infrastructure,No,No,Yes
TXN00640,2024-02-26 04:34:00,Procurement,Emami Ltd,EMP1381,39037.68,UPI,INV316509,Approved,Low,No,Ahmedabad,Salary,No,No,Yes
TXN00160,2024-09-15 06:36:00,IT,SBI,EMP1085,167418.23,Bank Transfer,INV221886,Approved,Medium,No,Ahmedabad,Infrastructure,No,Yes,Yes
TXN00031,2024-09-18 03:24:00,IT,L&T Construction,EMP1131,26971.33,Bank Transfer,INV645175,Rejected,Low,Yes,Chennai,Equipment,No,No,Yes
TXN00479,2024-02-16 00:30:00,Sales,Tata Motors,EMP1361,232345.0,Credit Card,INV712011,Approved,Low,No,Kolkata,Salary,No,No,Yes
TXN00944,2024-06-22 20:52:00,Finance,Asian Paints,EMP1230,703245.58,UPI,INV274624,Pending,High,Yes,Delhi,Consulting,No,No,No
TXN00463,2024-02-06 01:47:00,HR,Jyothy Labs,EMP1335,14436.19,Cheque,INV748410,Approved,Medium,Yes,Bangalore,Software,No,Yes,Yes
TXN00323,2024-10-03 15:41:00,HR,Godrej Industries,EMP1201,115536.79,Credit Card,INV868844,Pending,Low,No,Delhi,Miscellaneous,No,No,No
TXN00299,2024-08-02 19:58:00,HR,Biocon,EMP1204,481978.8,UPI,INV574843,Pending,Low,No,Hyderabad,Infrastructure,No,No,Yes
TXN00312,2024-02-23 06:34:00,Procurement,Tech Mahindra,EMP1383,344591.55,Cash,INV851690,Approved,Low,Yes,Hyderabad,Consulting,No,Yes,Yes
TXN00915,2024-06-16 19:50:00,Sales,Pidilite Industries,EMP1500,700985.69,Credit Card,INV593549,Pending,High,Yes,Hyderabad,Consulting,No,Yes,No
TXN00543,2024-07-07 05:36:00,Finance,Infosys Ltd,EMP1368,265289.66,Credit Card,INV575747,Pending,Low,No,Chennai,Salary,No,No,Yes
TXN00795,2024-03-11 18:29:00,Finance,Axis Bank,EMP1164,431637.98,Credit Card,INV991450,Rejected,Low,Yes,Ahmedabad,Software,No,No,Yes
TXN00086,2024-04-29 10:49:00,HR,Johnson Controls,EMP1002,142251.05,UPI,INV236306,Approved,Medium,Yes,Mumbai,Salary,No,Yes,No
TXN00874,2024-12-02 07:10:00,IT,Siemens India,EMP1103,5571187.99,Bank Transfer,INV799961,Approved,High,Yes,Ahmedabad,Equipment,No,Yes,Yes
TXN00575,2024-09-16 15:46:00,Finance,SBI,EMP1332,185049.77,Cheque,INV228957,Pending,Low,No,Mumbai,Salary,No,No,No
TXN00499,2024-11-21 15:07:00,Sales,Nestle India,EMP1092,248483.82,Credit Card,INV356639,Approved,Medium,No,Delhi,Consulting,No,No,No
TXN00647,2024-05-22 05:10:00,Finance,Johnson Controls,EMP1052,92732.12,Bank Transfer,INV877462,Approved,Low,No,Hyderabad,Salary,No,No,Yes
TXN00848,2024-06-26 09:07:00,Procurement,Tech Mahindra,EMP1389,216525.3,Credit Card,INV407057,Approved,High,Yes,Pune,Consulting,Yes,No,Yes
TXN00586,2024-08-31 06:28:00,Finance,Godrej Industries,EMP1347,265496.52,Credit Card,INV644153,Pending,Medium,No,Kolkata,Miscellaneous,No,No,Yes
TXN00677,2024-02-21 23:24:00,Sales,Johnson Controls,EMP1100,357411.28,Cheque,INV699672,Pending,Medium,Yes,Ahmedabad,Infrastructure,No,No,Yes
TXN00034,2024-12-11 06:32:00,Procurement,Tata Motors,EMP1338,46973.79,Bank Transfer,INV763686,Approved,Low,No,Chennai,Software,No,No,Yes
TXN00413,2024-01-29 20:22:00,Finance,SBI,EMP1438,21053.89,Credit Card,INV732590,Approved,High,Yes,Mumbai,Travel,No,No,Yes
TXN00262,2024-08-31 08:57:00,Sales,TCS,EMP1173,409606.03,Bank Transfer,INV393964,Pending,Medium,No,Chennai,Salary,No,No,Yes
TXN00400,2024-03-15 20:59:00,IT,Tata Motors,EMP1163,38567.95,Bank Transfer,INV854388,Approved,Low,No,Mumbai,Infrastructure,No,No,Yes
TXN00690,2024-03-01 16:41:00,Sales,3M India,EMP1223,485014.85,Credit Card,INV523618,Approved,Low,No,Hyderabad,Software,No,No,No
TXN00175,2024-06-29 05:08:00,IT,Jyothy Labs,EMP1095,458865.2,Bank Transfer,INV772985,Rejected,Low,Yes,Delhi,Infrastructure,No,No,Yes
TXN00715,2024-12-15 22:08:00,Sales,HUL,EMP1257,364367.31,Credit Card,INV965745,Approved,Low,Yes,Mumbai,Salary,No,No,Yes
TXN00546,2024-12-20 12:43:00,HR,ITC Ltd,EMP1363,214529.02,Credit Card,INV176604,Approved,Low,No,Chennai,Miscellaneous,No,No,No
TXN00216,2024-08-14 06:05:00,Finance,Axis Bank,EMP1386,65962.83,Credit Card,INV468611,Rejected,Low,Yes,Bangalore,Salary,No,No,Yes
TXN00511,2024-07-13 13:13:00,IT,Sun Pharma,EMP1209,60858.51,UPI,INV229620,Approved,Low,No,Pune,Software,No,No,Yes
TXN00788,2024-08-26 18:50:00,Sales,Sun Pharma,EMP1288,37786.4,Bank Transfer,INV322481,Approved,Low,No,Delhi,Consulting,No,No,Yes
TXN00156,2024-06-16 02:25:00,Finance,Mahindra & Mahindra,EMP1072,241339.78,Cheque,INV107161,Approved,Low,No,Pune,Equipment,No,No,Yes
TXN00456,2024-09-08 06:39:00,Procurement,Mahindra & Mahindra,EMP1331,248568.36,Bank Transfer,INV906048,Approved,Medium,Yes,Ahmedabad,Software,No,No,Yes
TXN00998,2024-11-07 01:49:00,Sales,Godrej Industries,EMP1175,426091.95,Cash,INV740225,Pending,High,Yes,Kolkata,Travel,No,Yes,Yes
TXN00328,2024-03-12 14:10:00,HR,Tech Mahindra,EMP1264,323521.12,Bank Transfer,INV295984,Approved,Medium,No,Chennai,Miscellaneous,No,No,No
TXN00349,2024-09-18 08:25:00,HR,Honeywell Automation,EMP1066,31803.34,Credit Card,INV601554,Rejected,Low,Yes,Pune,Miscellaneous,No,No,Yes
TXN00352,2024-03-08 18:43:00,HR,HDFC Bank,EMP1370,138624.81,Bank Transfer,INV553214,Pending,Low,No,Bangalore,Miscellaneous,No,No,Yes
TXN00989,2024-01-05 03:26:00,Sales,Pidilite Industries,EMP1332,727234.91,Cash,INV475394,Pending,High,Yes,Ahmedabad,Consulting,No,Yes,Yes
TXN00572,2024-09-14 01:51:00,Finance,Pidilite Industries,EMP1221,61414.8,Bank Transfer,INV689280,Approved,Low,No,Pune,Infrastructure,No,Yes,Yes
TXN00488,2024-06-05 05:50:00,Sales,Sun Pharma,EMP1248,189091.65,Bank Transfer,INV986585,Approved,Low,No,Bangalore,Consulting,No,No,Yes
TXN00399,2024-06-17 14:34:00,HR,Bajaj Auto,EMP1335,73595.38,Bank Transfer,INV938970,Approved,Low,No,Bangalore,Miscellaneous,No,No,No
TXN00555,2024-08-19 10:46:00,IT,Axis Bank,EMP1109,432323.03,Cheque,INV396698,Approved,Low,Yes,Kolkata,Travel,No,No,No
TXN00337,2024-12-14 12:48:00,HR,Nestle India,EMP1283,392975.27,Bank Transfer,INV488196,Approved,Low,No,Pune,Infrastructure,No,No,Yes
TXN00610,2024-08-09 13:17:00,Finance,Bosch India,EMP1239,250309.48,Bank Transfer,INV145576,Pending,Low,No,Kolkata,Consulting,No,No,No
TXN00909,2024-12-03 08:50:00,IT,Infosys Ltd,EMP1064,564308.46,Credit Card,INV976609,Pending,Medium,Yes,Bangalore,Miscellaneous,No,No,No
TXN00431,2024-12-16 20:45:00,Procurement,Emami Ltd,EMP1119,473986.89,Bank Transfer,INV746910,Approved,Low,No,Pune,Infrastructure,No,No,Yes
TXN00603,2024-06-13 10:13:00,Procurement,Johnson Controls,EMP1169,12857.93,Credit Card,INV777844,Rejected,Medium,Yes,Mumbai,Travel,No,No,No
TXN00921,2024-11-05 07:28:00,Procurement,Sun Pharma,EMP1292,1267558.49,Bank Transfer,INV663731,Pending,Medium,Yes,Kolkata,Software,No,Yes,No
TXN00856,2024-01-21 06:18:00,Procurement,Pidilite Industries,EMP1458,342863.2,Cash,INV204411,Approved,High,Yes,Bangalore,Miscellaneous,Yes,No,Yes
TXN00957,2024-11-29 03:20:00,Procurement,Colgate,EMP1285,693989.68,UPI,INV185390,Pending,High,Yes,Kolkata,Software,No,Yes,Yes
TXN00932,2024-03-13 03:13:00,IT,Colgate,EMP1387,377950.77,UPI,INV141675,Pending,High,Yes,Chennai,Travel,No,No,No
TXN00295,2024-12-03 07:00:00,Sales,Havells India,EMP1425,318662.28,Credit Card,INV674295,Approved,Medium,Yes,Bangalore,Miscellaneous,No,No,Yes
TXN00627,2024-08-28 21:39:00,Finance,Tata Motors,EMP1261,197117.34,Cheque,INV887623,Approved,Low,No,Pune,Software,No,No,Yes
TXN00066,2024-09-12 22:18:00,IT,Biocon,EMP1213,418188.35,UPI,INV355570,Approved,Low,No,Bangalore,Infrastructure,No,Yes,Yes
TXN00783,2024-02-28 06:01:00,Sales,Axis Bank,EMP1113,46304.17,Credit Card,INV232729,Approved,Low,No,Pune,Software,No,No,Yes
TXN00898,2024-01-08 23:15:00,Finance,Tech Mahindra,EMP1030,2950369.21,Bank Transfer,INV145843,Approved,High,Yes,Chennai,Equipment,No,Yes,Yes
TXN00727,2024-04-15 05:00:00,HR,Honeywell Automation,EMP1112,298095.81,Cash,INV929053,Approved,Low,No,Hyderabad,Equipment,No,No,Yes
TXN00019,2024-10-11 21:45:00,Procurement,SBI,EMP1098,151870.37,UPI,INV707314,Approved,Low,No,Mumbai,Consulting,No,No,Yes
TXN00231,2024-02-13 18:06:00,IT,Axis Bank,EMP1327,410881.63,Bank Transfer,INV695403,Approved,Medium,Yes,Hyderabad,Equipment,No,No,Yes
TXN00227,2024-09-21 01:25:00,Finance,Marico Ltd,EMP1444,144741.9,Cheque,INV443199,Approved,Low,No,Hyderabad,Consulting,No,No,Yes
TXN00100,2024-01-22 13:01:00,Procurement,Tech Mahindra,EMP1442,159965.01,Bank Transfer,INV524068,Approved,Low,Yes,Mumbai,Equipment,No,No,No
TXN00326,2024-08-20 01:02:00,Sales,HDFC Bank,EMP1361,484378.49,Credit Card,INV386780,Pending,Low,No,Bangalore,Miscellaneous,No,No,Yes
TXN00651,2024-10-14 20:12:00,IT,Bajaj Auto,EMP1479,273142.81,Cheque,INV226672,Approved,Low,No,Mumbai,Miscellaneous,No,No,Yes
TXN00917,2024-04-20 12:53:00,IT,Wipro Technologies,EMP1337,1130450.68,Cheque,INV899656,Pending,High,Yes,Delhi,Travel,No,Yes,No
TXN00474,2024-08-20 05:24:00,Sales,Axis Bank,EMP1235,361311.5,Credit Card,INV382795,Approved,Low,No,Mumbai,Equipment,No,No,Yes
TXN00905,2024-12-04 09:02:00,IT,Havells India,EMP1480,185089.34,UPI,INV891127,Pending,High,Yes,Hyderabad,Infrastructure,No,Yes,No
TXN00812,2024-02-09 05:43:00,Sales,Sun Pharma,EMP1208,347434.64,Bank Transfer,INV709805,Approved,High,Yes,Pune,Equipment,Yes,No,Yes
TXN00133,2024-08-09 16:58:00,Finance,ICICI Bank,EMP1266,80742.66,Bank Transfer,INV438334,Rejected,Low,Yes,Hyderabad,Infrastructure,No,Yes,No
TXN00673,2024-06-21 19:27:00,Sales,Godrej Industries,EMP1350,445625.34,UPI,INV956526,Approved,Low,No,Mumbai,Equipment,No,No,Yes
TXN00425,2024-06-07 10:09:00,Finance,Bosch India,EMP1347,496396.57,Bank Transfer,INV138328,Approved,Medium,No,Mumbai,Equipment,No,No,No
TXN00020,2024-09-28 05:03:00,IT,Reliance Industries,EMP1436,96983.36,Credit Card,INV808011,Pending,Low,No,Chennai,Consulting,No,No,Yes
TXN00213,2024-06-05 23:44:00,HR,Britannia,EMP1336,50143.6,Bank Transfer,INV323788,Approved,Low,No,Ahmedabad,Travel,No,Yes,Yes
TXN00417,2024-06-11 08:33:00,IT,Schneider Electric,EMP1182,463917.16,Credit Card,INV620509,Approved,Medium,No,Bangalore,Consulting,No,No,Yes
TXN00006,2024-03-24 14:24:00,Sales,Eaton India,EMP1353,280690.12,Credit Card,INV983794,Pending,Low,No,Pune,Miscellaneous,No,No,Yes
TXN00280,2024-03-25 12:01:00,HR,Sun Pharma,EMP1373,492515.36,Bank Transfer,INV122977,Approved,Low,No,Mumbai,Miscellaneous,No,No,No
TXN00292,2024-11-25 12:25:00,HR,Reliance Industries,EMP1236,224873.49,Credit Card,INV192295,Pending,Low,Yes,Ahmedabad,Software,No,No,No
TXN00695,2024-12-21 05:00:00,IT,Dabur India,EMP1410,160576.56,Cash,INV703016,Approved,Low,No,Mumbai,Travel,No,No,Yes
TXN00186,2024-06-30 17:05:00,IT,Johnson Controls,EMP1402,165593.01,Bank Transfer,INV406024,Approved,Medium,No,Chennai,Consulting,No,No,Yes
TXN00409,2024-02-16 03:45:00,Procurement,Eaton India,EMP1186,47226.74,Credit Card,INV862182,Pending,Low,No,Kolkata,Consulting,No,No,Yes
TXN00620,2024-10-23 18:21:00,IT,Asian Paints,EMP1215,167666.43,Bank Transfer,INV927527,Rejected,Low,Yes,Mumbai,Software,No,No,Yes
TXN00047,2024-12-04 11:04:00,IT,Pidilite Industries,EMP1007,425539.94,Cheque,INV210665,Approved,Low,No,Ahmedabad,Software,No,No,No
TXN00688,2024-06-04 14:41:00,HR,Honeywell Automation,EMP1071,223732.45,Bank Transfer,INV251857,Approved,Medium,No,Mumbai,Equipment,No,No,No
TXN00514,2024-07-24 22:37:00,Finance,Tata Motors,EMP1034,185036.45,Bank Transfer,INV309991,Approved,High,Yes,Delhi,Salary,No,No,Yes
TXN00284,2024-09-11 06:44:00,Procurement,Pidilite Industries,EMP1121,6355.31,Credit Card,INV215795,Pending,Medium,Yes,Delhi,Infrastructure,No,No,Yes
TXN00191,2024-01-14 23:29:00,HR,Dabur India,EMP1409,149208.95,Credit Card,INV958747,Pending,Medium,No,Bangalore,Software,No,No,Yes
TXN00797,2024-05-04 21:41:00,HR,Tech Mahindra,EMP1039,486023.78,Bank Transfer,INV113765,Approved,Low,No,Ahmedabad,Travel,No,No,Yes
TXN00872,2024-02-23 15:01:00,IT,Dabur India,EMP1201,2417398.71,Bank Transfer,INV524209,Pending,High,Yes,Bangalore,Infrastructure,No,Yes,Yes
TXN00908,2024-05-23 21:17:00,Finance,Dr Reddy Labs,EMP1395,882786.15,Credit Card,INV698823,Pending,Medium,Yes,Hyderabad,Equipment,No,No,No
TXN00875,2024-12-07 08:25:00,Procurement,HDFC Bank,EMP1238,5126723.51,Bank Transfer,INV129329,Approved,High,Yes,Delhi,Consulting,No,Yes,Yes
TXN00448,2024-03-15 19:59:00,HR,Jyothy Labs,EMP1386,496824.86,Credit Card,INV349505,Approved,Medium,No,Pune,Travel,No,No,Yes
TXN00779,2024-01-27 08:05:00,HR,Eaton India,EMP1012,321001.35,Credit Card,INV208442,Approved,High,Yes,Delhi,Travel,No,No,Yes
TXN00221,2024-10-02 19:09:00,Sales,Reliance Industries,EMP1159,44115.67,Cheque,INV947312,Approved,Low,No,Delhi,Equipment,No,No,Yes
TXN00958,2024-02-09 00:08:00,HR,Bosch India,EMP1384,141108.27,Cash,INV558858,Pending,High,Yes,Delhi,Travel,No,Yes,Yes
TXN00588,2024-08-30 01:47:00,HR,ABB India,EMP1190,461240.19,Bank Transfer,INV993719,Approved,Low,No,Mumbai,Consulting,No,No,Yes
TXN00384,2024-12-19 08:58:00,IT,Colgate,EMP1285,287480.76,Credit Card,INV198867,Approved,Low,Yes,Pune,Consulting,No,No,Yes
TXN00051,2024-08-17 00:05:00,Sales,Sun Pharma,EMP1208,347434.64,Bank Transfer,INV709805,Approved,Low,No,Pune,Equipment,No,No,Yes
TXN00819,2024-09-14 05:48:00,Sales,Britannia,EMP1055,10221.15,Bank Transfer,INV635482,Approved,High,Yes,Chennai,Miscellaneous,Yes,No,Yes
TXN00711,2024-11-11 14:21:00,Sales,Havells India,EMP1055,7551.43,Cheque,INV295200,Approved,Low,No,Chennai,Travel,No,No,No
TXN00870,2024-04-14 16:09:00,IT,Jyothy Labs,EMP1070,3676576.88,Bank Transfer,INV993654,Approved,High,Yes,Hyderabad,Software,No,Yes,Yes
TXN00831,2024-01-11 04:26:00,HR,ICICI Bank,EMP1370,100329.23,Bank Transfer,INV661894,Rejected,High,Yes,Chennai,Salary,Yes,No,Yes
TXN00553,2024-04-02 13:58:00,Finance,Dr Reddy Labs,EMP1394,251564.83,Bank Transfer,INV444622,Approved,Medium,No,Kolkata,Equipment,No,No,No
TXN00527,2024-05-08 19:32:00,Procurement,ABB India,EMP1093,441043.8,Credit Card,INV641300,Pending,Low,No,Ahmedabad,Equipment,No,No,Yes
TXN00631,2024-05-15 20:04:00,Sales,Reliance Industries,EMP1151,422088.68,Bank Transfer,INV774920,Approved,Low,No,Delhi,Travel,No,No,Yes
TXN00972,2024-08-26 23:22:00,Procurement,Bajaj Auto,EMP1316,469845.52,Cash,INV501035,Pending,High,Yes,Mumbai,Salary,No,Yes,Yes
TXN00268,2024-11-27 05:38:00,Finance,Sun Pharma,EMP1130,306130.22,Cheque,INV847362,Rejected,Medium,Yes,Kolkata,Miscellaneous,No,No,Yes
TXN00585,2024-02-23 10:33:00,IT,L&T Construction,EMP1422,390382.01,Bank Transfer,INV253672,Approved,Medium,Yes,Mumbai,Miscellaneous,No,No,No
TXN00197,2024-12-29 03:01:00,Sales,HDFC Bank,EMP1347,401024.81,Cheque,INV876459,Approved,Low,No,Kolkata,Miscellaneous,No,No,Yes
TXN00813,2024-01-05 19:22:00,HR,Emami Ltd,EMP1018,461126.93,Bank Transfer,INV840880,Approved,High,Yes,Hyderabad,Consulting,Yes,No,Yes
TXN00120,2024-10-05 16:50:00,IT,ABB India,EMP1011,198274.6,Bank Transfer,INV766549,Approved,Low,No,Pune,Infrastructure,No,Yes,Yes
TXN00444,2024-10-23 09:39:00,Finance,Pidilite Industries,EMP1274,390370.93,Bank Transfer,INV637566,Rejected,Low,Yes,Pune,Miscellaneous,No,No,No
TXN00943,2024-05-13 21:20:00,Procurement,HUL,EMP1415,746634.59,Cheque,INV373363,Pending,High,Yes,Hyderabad,Miscellaneous,No,Yes,No
TXN00761,2024-02-17 11:29:00,Procurement,Siemens India,EMP1461,410053.42,Bank Transfer,INV289030,Approved,High,Yes,Kolkata,Infrastructure,No,No,Yes
TXN00669,2024-12-22 13:33:00,Procurement,Aurobindo Pharma,EMP1376,218320.05,Bank Transfer,INV295454,Approved,Low,No,Delhi,Miscellaneous,No,No,Yes
TXN00739,2024-04-01 13:33:00,Sales,Johnson Controls,EMP1093,341319.49,Bank Transfer,INV799686,Approved,Medium,No,Delhi,Equipment,No,No,No
TXN00264,2024-03-22 02:19:00,IT,HUL,EMP1070,391355.63,Bank Transfer,INV696296,Approved,Low,No,Mumbai,Salary,No,Yes,Yes
TXN00765,2024-05-12 05:53:00,Finance,Reliance Industries,EMP1459,451312.66,Bank Transfer,INV889762,Approved,Low,No,Ahmedabad,Miscellaneous,No,No,Yes
TXN00189,2024-08-13 10:27:00,IT,Axis Bank,EMP1154,163729.25,Cheque,INV310608,Approved,Low,No,Pune,Equipment,No,No,No
TXN00023,2024-08-12 17:45:00,Sales,Schneider Electric,EMP1414,328718.28,Cash,INV956795,Approved,High,Yes,Delhi,Salary,No,No,No
TXN00411,2024-03-01 04:12:00,Finance,Schneider Electric,EMP1392,130289.93,Bank Transfer,INV996963,Approved,Medium,No,Ahmedabad,Salary,No,No,Yes
TXN00975,2024-01-16 03:59:00,IT,Eaton India,EMP1233,417725.36,Bank Transfer,INV886364,Pending,High,Yes,Delhi,Travel,No,Yes,Yes
TXN00310,2024-06-13 12:58:00,Finance,ITC Ltd,EMP1132,272417.47,Bank Transfer,INV641975,Pending,Low,No,Ahmedabad,Miscellaneous,No,Yes,No
TXN00768,2024-11-20 14:40:00,IT,HDFC Bank,EMP1019,113218.27,UPI,INV540586,Approved,Medium,No,Chennai,Equipment,No,No,No
TXN00653,2024-02-22 22:34:00,IT,Tata Motors,EMP1129,479722.18,Credit Card,INV761519,Approved,Medium,No,Bangalore,Equipment,No,No,Yes
TXN00912,2024-04-29 03:41:00,Finance,Mahindra & Mahindra,EMP1351,834070.9,Cheque,INV708059,Pending,Medium,Yes,Chennai,Travel,No,No,No
TXN00081,2024-11-22 11:06:00,HR,Emami Ltd,EMP1013,311675.7,Cheque,INV443939,Rejected,Low,Yes,Delhi,Software,No,No,No
